blind_pair_id	pair_sha256	origin_cohort	origin_blind_pair_id
BDBAGG_V112_002156	6e619a715930843e4e58e9e1682ce6d0b5957bba4cd9c886e32f1927fe0290fa	v1.10	BDBPAT_V110_001011
BDBAGG_V112_002157	ebc8d3cabf63266919bab0681e8bde7cd4fc1508d7baa7e283593f61e25d18b8	v1.10	BDBPAT_V110_001916
BDBAGG_V112_002158	f4a1ddddf7f3ac32dbbfd6471167bf4ac379a8b6ad1fffa54fe7442cdab23ad5	v1.9	BDBPAT_V19_003717
BDBAGG_V112_002159	f8cef8eea086bb108815e62d9388961737e5a77f8e16b2fa8122ceba46c757fb	v1.11	BDBALL_V111_000259
BDBAGG_V112_002160	0933edadaae4ca79e112886a5d24972bf69821bf35d38bafddcf73085348d112	v1.11	BDBALL_V111_000165
BDBAGG_V112_002161	da6f65b1728ed6df34c53da5c7bdf561b279bf275fee5cee25e7cf913fee6078	v1.10	BDBPAT_V110_001000
BDBAGG_V112_002162	7666b760df822372f3a56a64a95480806789414d1e734614fdb8348fdeccbfd1	v1.10	BDBPAT_V110_000467
BDBAGG_V112_002163	1c07890ec9f1841e55cb38c74a5e2e553bc84c88d96210ab4e8461d13141feba	v1.10	BDBPAT_V110_000010
BDBAGG_V112_002164	e5acbd74340c4d44f3be4e584d388ae0ff9d07d0d4ed174fba162a78dee1604b	v1.11	BDBALL_V111_000835
BDBAGG_V112_002165	5652896858a4adc24ee5b0fca9caddfa5e50a2064a90244ac183b95de7bf97b2	v1.9	BDBPAT_V19_001343
BDBAGG_V112_002166	fe828cc30c6750126d64caed63acbeec568acab81d8770307664a202e87a1247	v1.11	BDBALL_V111_000978
BDBAGG_V112_002167	ab674d7df9258663ad0c0c752dcc763e2554c1fe4aa841b9add9974b739cbb15	v1.10	BDBPAT_V110_001495
BDBAGG_V112_002168	ec51af1f069c806290603e016642c9679abc0938c588cde147509383923026fe	v1.10	BDBPAT_V110_000582
BDBAGG_V112_002169	9e345e6c80e73cee81b8626ad0b330a2302f84523588e570ca0ae895ebc7bfec	v1.11	BDBALL_V111_000812
BDBAGG_V112_002170	4a8ca6ab5a69c6264f131f7c910a10114e6395d229688c430062837b5151d102	v1.11	BDBALL_V111_000764
BDBAGG_V112_002171	c966cd187ea2db78a163f7e5a030721c60dc9bf1290d607d9fe4d85d6ee49c1f	v1.11	BDBALL_V111_000787
BDBAGG_V112_002172	49c346d90450fcb82293976bbfdb787455dcaf456be8bc2b6aa24dbcf61f6a6a	v1.11	BDBALL_V111_000469
BDBAGG_V112_002173	72851e8bc3f33ae291c0333a9010394147c421ac18642180f82fecc8f25fa6cf	v1.10	BDBPAT_V110_000542
BDBAGG_V112_002174	0794af6addddf16d66616c020a5a205f38ce0c0f6f88162aabeeb06f12727b78	v1.9	BDBPAT_V19_000103
BDBAGG_V112_002175	cad27e0d3aa4590beb5cd3a0e2098650348d707200133bd38aff0d363717f289	v1.11	BDBALL_V111_000706
BDBAGG_V112_002176	39c29cc292a62d158cfd4dd752d0ef90166f20e4406f45400ef7c94e4cf6fac8	v1.9	BDBPAT_V19_000872
BDBAGG_V112_002177	e3554ca62970abfccd78d8b545eec2c3c85c196a51b4ab7d2971b380c1eac366	v1.9	BDBPAT_V19_003456
BDBAGG_V112_002178	00b4cce4daed37eb5e36abb5b055e55421c022c1c3ec97473a53eea1a60f9f63	v1.11	BDBALL_V111_000075
BDBAGG_V112_002179	9636a653d386e37cc44a2970579048a9cf741b19ba6fa468477e76e0f3cef4ea	v1.9	BDBPAT_V19_002298
BDBAGG_V112_002180	b0d1290019f38bd6a1c5a9abb4503a4192c51a02f243e4e8f4d8db1d4dea8f6d	v1.11	BDBALL_V111_000496
BDBAGG_V112_002181	8d3acc5c271ee883ca73cc3c0e51d4b32791b16251f88abb8623ab83830745e6	v1.11	BDBALL_V111_000530
BDBAGG_V112_002182	cd9506ab40e8586de8aa0442c1d611f8aeaff2281db17239e9d8c9685bc1e06b	v1.11	BDBALL_V111_000865
BDBAGG_V112_002183	5063e9451c14f4fcbca50418b6a245724e6151bf73a59269dfd15693582c8fde	v1.10	BDBPAT_V110_000660
BDBAGG_V112_002184	d2877617361cef1067ebb4e58c7549919604457e81fe1d2b57b014ec97875a30	v1.9	BDBPAT_V19_003196
BDBAGG_V112_002185	13112cffdf004590de22143ce3b682c440e9282847544d21370dab7b6f24bc7b	v1.11	BDBALL_V111_000794
BDBAGG_V112_002186	985595bac5d824677c098fe37900dff2bdc8b5972587aa43c80a34352c082647	v1.11	BDBALL_V111_000940
BDBAGG_V112_002187	6a375760d39b3680cd211ce3f005fee4bec01c733c5277b71dd5716ff50f3b0a	v1.11	BDBALL_V111_000040
BDBAGG_V112_002188	e560416ab4e3386a644fec4916d27bc09a1bb34cd60fbf57af8d75df953b7082	v1.11	BDBALL_V111_000335
BDBAGG_V112_002189	bc8a782185d60bac25090eb29227b19e0427390ac3b80f39522f010c59efe312	v1.10	BDBPAT_V110_000972
BDBAGG_V112_002190	40f9b81fc5fc47be28dab8e89d3762ef2f424b7995c5981f9b3487eeabf1424d	v1.11	BDBALL_V111_000648
BDBAGG_V112_002191	1cd50aa2a5ec5201db11c285b2e4032f0420e4ac9e01275604384c4be17b71a1	v1.10	BDBPAT_V110_000185
BDBAGG_V112_002192	ecbfbe304d05868374aa10885be1935bc3cef61522ba9386254b058c254b7b46	v1.9	BDBPAT_V19_003603
BDBAGG_V112_002193	6828733470a307b733bd6b8a73da12478784a375828618432adec616e823983e	v1.11	BDBALL_V111_000168
BDBAGG_V112_002194	2db05ec1cca2d720609cd3aa928dd6ff0d323ee0900696bcb2b143ef4bfe5a38	v1.11	BDBALL_V111_000322
BDBAGG_V112_002195	5a001427eceeddcec708751868cd01a418586d7af489ad9fb643504ccfe9f731	v1.11	BDBALL_V111_000669
BDBAGG_V112_002196	96d05732d2d726252b2ad8675d252bfbbfd3c29baa6957a40773a7086a90d3d6	v1.11	BDBALL_V111_000336
BDBAGG_V112_002197	afde8e8c7b0ba240aa2a23d3688e89dc386cbff7e96d7859205cea578e6e4654	v1.11	BDBALL_V111_000544
BDBAGG_V112_002198	c0b449338e8900fa8c5de39f334e021ae21f49912b901bb6769b32c650620757	v1.9	BDBPAT_V19_002924
BDBAGG_V112_002199	b946be7f21b780d9c4b6b3bdfdf29a5a0882785486e4a00fc79db017e518b029	v1.11	BDBALL_V111_000532
BDBAGG_V112_002200	3da1efe2b67846efcf6520f625837be6e88a11bde6fc435bb532b47e4f004785	v1.11	BDBALL_V111_000067
BDBAGG_V112_002201	40f32ff7e7f8a0f4a44e41962961bc8f7b0a2e308edf4f5895f086f0c9b2cce8	v1.10	BDBPAT_V110_000183
BDBAGG_V112_002202	20699e2b700623b267177438226951e7644a241610b1603a436eed4ef3e2ce69	v1.11	BDBALL_V111_000679
BDBAGG_V112_002203	8294a18e61c0a391c555f67882ece6f22b67387b1a1ce19a5ae73ad62a5b7be7	v1.9	BDBPAT_V19_002003
BDBAGG_V112_002204	90459310204beee753c7ba2e9eea6823fbd9031bbab59814ce999004aae16287	v1.10	BDBPAT_V110_000700
BDBAGG_V112_002205	5b1f7d1b3ac8f4a2ba93e4344615f9eca0ef874a71108821fd91c1b27a12c9d7	v1.9	BDBPAT_V19_001414
BDBAGG_V112_002206	f656282f450cdc8f3be375099ed015997a48f902157167e0802dd52700b5ce1f	v1.9	BDBPAT_V19_003738
BDBAGG_V112_002207	c74b8ff57ea2b8c779c1268a4b854354c547b9e97014ca4969347e5002f07dba	v1.11	BDBALL_V111_000571
BDBAGG_V112_002208	f0ed2ef8539f99d03691c2f916f2ede512eda0d98cd151c9c671d1fe83e8e3d5	v1.11	BDBALL_V111_001021
BDBAGG_V112_002209	6ffc2ade1f79a38a86dbbed0b90e338147afaec052ef530241db6d7104e661ce	v1.11	BDBALL_V111_000426
BDBAGG_V112_002210	9973cffa650288937ff2bece37c76b797d7f850e82018905ea001778944ddb92	v1.11	BDBALL_V111_000885
BDBAGG_V112_002211	5b091b5c3d0f438e12b16ad3567ce2938741fbfb4d72b2e96d4d0deb66804ceb	v1.10	BDBPAT_V110_000810
BDBAGG_V112_002212	016a4774522b42f1727209191b1120d581fa0e7b900b40d2a0010f35bcacd7db	v1.11	BDBALL_V111_000019
BDBAGG_V112_002213	87cea012e5975880b7c3e77d78fc60cadc18e12cd7348fcf123f94b3d99863f7	v1.11	BDBALL_V111_000462
BDBAGG_V112_002214	3c53926be045a3580197625ec3c8955801650aabf904c1654025ea3e04d1b23a	v1.11	BDBALL_V111_000633
BDBAGG_V112_002215	4f5b701f5bcf8f2ba0bafc5afd224a7cedb9107d0db353f7ff34d83fa0ba58fa	v1.10	BDBPAT_V110_000029
BDBAGG_V112_002216	90de9d6e5e448081fef07cf74ad1e2f0bdc8219fd1fa7c106dd7aa28b657a179	v1.11	BDBALL_V111_000420
BDBAGG_V112_002217	8a1360d5eeceb7f2a8caf3f9eb3bd06c876340799717b6783127f95be0548a6c	v1.11	BDBALL_V111_000270
BDBAGG_V112_002218	ec3318a3a44b763cb17687dd85c73a055d747244facc6f79d7cff97f2442e68b	v1.11	BDBALL_V111_000961
BDBAGG_V112_002219	ed3c42439a73c78b9b60d51f139d72e014db70f49611025f97d976c28f29d185	v1.11	BDBALL_V111_000291
BDBAGG_V112_002220	b39b5ea3389a2cba53f276033a3789a1a81ebea9cb3e83ad262cec06b3e0c93f	v1.10	BDBPAT_V110_000468
BDBAGG_V112_002221	14dd7f6f7e066e8e9c9469a5bded2f275f6a364a97cb9c8aea51332edc47be01	v1.9	BDBPAT_V19_000292
BDBAGG_V112_002222	ec819ad34a093c724520d3c00eafe6d409b699dab513e782e3ad437f3bfbcc50	v1.11	BDBALL_V111_000393
BDBAGG_V112_002223	eecd13541af037a5677b4377964d55c9228f4e214ca4d2e092bfb3e84e0940fd	v1.10	BDBPAT_V110_000769
BDBAGG_V112_002224	0e804c0f38869a92b3365660159faa3aa2ea5b9b82cc2aeaf5c5f8c912c99657	v1.11	BDBALL_V111_000071
BDBAGG_V112_002225	5a8056c744403e3bf78b81cf5ff19318daeefaa8b962c37506f0b36b8b326347	v1.11	BDBALL_V111_000568
BDBAGG_V112_002226	4d2330b39ef9cf5a996e0e68d6863b50a3b78b3a62436a6b78403db342765595	v1.9	BDBPAT_V19_001195
BDBAGG_V112_002227	94836ccc352098cd6d873a3e2c2e4a9538f73015841798bb48578154c4def380	v1.10	BDBPAT_V110_000338
BDBAGG_V112_002228	29fd3908750157e4a13ded0bdd2404477bb2fe5f5a54554caac24ea6016aab5c	v1.11	BDBALL_V111_000087
BDBAGG_V112_002229	bc7169fc2e332572e89f17e7b49ec3d2d43b432f771a657db3f995823fd55d51	v1.11	BDBALL_V111_000584
BDBAGG_V112_002230	ed222d6f5286a2aee8a08a65ee2ef79a452b34d05aa655a4f9dfbbc8b98d23c1	v1.10	BDBPAT_V110_001043
BDBAGG_V112_002231	3fcc45a50be202c97c497ce9d8e7f54be58ba16c671f85e9b1c63d5bc63b2bae	v1.11	BDBALL_V111_000510
BDBAGG_V112_002232	a54a5baa8def5fc0c6a2b4d5d0b87bb733ead494d48045f19b1f74bf66aea219	v1.11	BDBALL_V111_000333
BDBAGG_V112_002233	5405fb18e057163936f323032a8ccff4240858c74663138d5b5b4dcb603b5b04	v1.11	BDBALL_V111_000578
BDBAGG_V112_002234	b9a2dc2ba8ea1f6be2663f9eb99f1a6e17f69ae54cf4aa5a2dd78f29ccaa9d5b	v1.10	BDBPAT_V110_000551
BDBAGG_V112_002235	aac948f9169c11d012934076216bac3f5cc8bca95df77b8cbd73ca6f629fafcd	v1.9	BDBPAT_V19_002612
BDBAGG_V112_002236	ae23e81f85ade25db06c0eb600af0c3f281e584b03aa7b7d69da06419721c5af	v1.11	BDBALL_V111_000265
BDBAGG_V112_002237	cf7a4bbc880f4b9e96901d5fcf9022c0e8db30f22d0464664874a3bcba2cd55e	v1.9	BDBPAT_V19_003143
BDBAGG_V112_002238	3522ada4ecfa2a8de5fec2447edf6047222ab8ff3effdf7786ee0dc0849e28c0	v1.10	BDBPAT_V110_000273
BDBAGG_V112_002239	ee8c66b1c0c2144bfc51713e17e11314a9389b90c665aa70d0a20ee68540aaab	v1.9	BDBPAT_V19_003631
BDBAGG_V112_002240	8a2c90cf9139200d0cde0b61cdcfa1f78b39ed4c0c20eedd767488573d6b1388	v1.10	BDBPAT_V110_000625
BDBAGG_V112_002241	bc9e5226d36f8c9e70e58850b379a46d7ea9b47d13e90b71bb099eb4a2fb6965	v1.9	BDBPAT_V19_002863
BDBAGG_V112_002242	fbbcd1b5a25bafa5f49879e6fbb7eea4aa6ecfb2ee45ce39560660fc5df05aaa	v1.11	BDBALL_V111_000802
BDBAGG_V112_002243	78065555b14d559c5300b7dcdfccbb584c15b9c9d91cdf19140052534a8f71d1	v1.11	BDBALL_V111_000924
BDBAGG_V112_002244	78bede393d1efc36aed9c9b24f6b458a005c8b26d63bc9dfc8c5e41c637cf20e	v1.11	BDBALL_V111_000834
BDBAGG_V112_002245	1641e71fdc887c9dc05c41e17d0963d2135b3d34f4dfd9f139dc17d8dd2b1a58	v1.9	BDBPAT_V19_000315
BDBAGG_V112_002246	4c1563d7cbb11d0d52d635c46649578559e42b22c644495312a2887c34095e02	v1.11	BDBALL_V111_000848
BDBAGG_V112_002247	fd120ba52f632cd4e8140bfbe849ea0a468f9200fdb9f3b8946e257751479ed4	v1.10	BDBPAT_V110_001313
BDBAGG_V112_002248	06056efdfc5305dcc0f6eecdcc83f2cac73c9f6784d674fc02d9eab0eb071367	v1.11	BDBALL_V111_000144
BDBAGG_V112_002249	2a03bbda059051fc8d23e42cca68ae5a74eaa12abbdcb57e2cc194745b833646	v1.11	BDBALL_V111_000476
BDBAGG_V112_002250	fbfd3d70e60ae9a94bbb615613e529ee731715e1514d94d96d9232d9d86eeda0	v1.11	BDBALL_V111_000905
BDBAGG_V112_002251	9fb772d63718779c12cbc53641b90fdb17ea8dfaad45955160aa6ad7ca6f35d2	v1.10	BDBPAT_V110_001261
BDBAGG_V112_002252	c01a1fbd44dab274a55034d94758e715621e17cbf13879309ca0ebaa43200e17	v1.11	BDBALL_V111_000464
BDBAGG_V112_002253	b6801e6d1384bd31bd71f398c7e1e192be3545604fdae17eb3002d04c7b05ccc	v1.11	BDBALL_V111_000745
BDBAGG_V112_002254	340d2aeedd870019d8334579a2d6fe3c93b8df5bf219173ed5a7055affad61a0	v1.11	BDBALL_V111_000515
BDBAGG_V112_002255	5fd13ced77a2c866e01893c39026c2101a7b32044059fbfdada7d9cfcb041003	v1.9	BDBPAT_V19_001495
BDBAGG_V112_002256	3f382c768803c52491f8d7605e7036f830cda9a64bf33972973322ddd282c1f6	v1.11	BDBALL_V111_000501
BDBAGG_V112_002257	345ddb42481ae7afbf6141570ab3513105cb6d2350b6295baa683683476305f9	v1.11	BDBALL_V111_000680
BDBAGG_V112_002258	47e1e83c09f2e79df211502e9d76efd85adaeb7502d00f7758352a2e307a747a	v1.9	BDBPAT_V19_001085
BDBAGG_V112_002259	c968877fb8f14d4650f967d3e302223c1458b662d43c85ebf278c6e0c887ffba	v1.9	BDBPAT_V19_003059
BDBAGG_V112_002260	01100a1f6635f15351a64e81e71df4ffc0e64d10c85408ff048b46ab78df1ef2	v1.9	BDBPAT_V19_000016
BDBAGG_V112_002261	1a231d756d7dc5c351dfec602fa4facdbe5921b74e29c58cd4039c58257ad034	v1.10	BDBPAT_V110_000002
BDBAGG_V112_002262	68db6313f7a8f224a5c70eb808d986eb1af6cf379713f7a2877591f0867b3663	v1.11	BDBALL_V111_000903
BDBAGG_V112_002263	a92deb5bad3757bfd80aa48e11aee33e28ca7346c739077042632469fc8fc2e5	v1.10	BDBPAT_V110_000687
BDBAGG_V112_002264	eb28b516421ffe7ed8b22cd177ba734130e8980e37fa1587d8c25a33f15ef007	v1.10	BDBPAT_V110_001628
BDBAGG_V112_002265	44e58f49d834c6638b26d9258451e2b63654faf45134962a5e49d125fe31a63d	v1.11	BDBALL_V111_000734
BDBAGG_V112_002266	dbbc76c341d5cc22095632d541b7c82abd528f2a0bc543135a7e56cc3f9336ce	v1.11	BDBALL_V111_000161
BDBAGG_V112_002267	7ccd9a9b084233876f346f888856bc21da8caeccd325c2e7036a9ac40d75e7ea	v1.9	BDBPAT_V19_001929
BDBAGG_V112_002268	d47411b0cd525ca1dc48128ef0d9aeeed4fa18412e9c436cc56ce7d1f8fccddc	v1.11	BDBALL_V111_000743
BDBAGG_V112_002269	c0673ef70601435dfa61854e88ec20bcb3f031098be73c9bb6f65b12770bc74b	v1.11	BDBALL_V111_000488
BDBAGG_V112_002270	7588a6a9ec795b1f2f556900c54dad6c27f5246e61449775aabeb817d04b3c31	v1.11	BDBALL_V111_001085
BDBAGG_V112_002271	61b6cefeca8d913c25828d551ae5780e56729a73bc921ce44e0860f53e60a4c0	v1.11	BDBALL_V111_000148
BDBAGG_V112_002272	2519d307e3ddd5129a2fe36f1a26934916335474a6c3909d96e52ef19e397727	v1.9	BDBPAT_V19_000543
BDBAGG_V112_002273	0f0ca9bf64e6a9a0fa0fd8613ccdc870c3dd4575cd54adbefae3e3bfc9c7b82b	v1.11	BDBALL_V111_000760
BDBAGG_V112_002274	1372ad2568aa420a412e5db168f38a5cd56eeaa1421e44df845ca870733c3ef7	v1.9	BDBPAT_V19_000274
BDBAGG_V112_002275	31475fa1230075f92474d53ef43bf0fa610493839fb4fe123fd0451d0191b9df	v1.11	BDBALL_V111_000196
BDBAGG_V112_002276	116d92f6836dcfc63d82b98ec6f85ffb20cec2ee188b517ab8b1705171c1507d	v1.11	BDBALL_V111_000081
BDBAGG_V112_002277	e7ee3903193102a03585fd6bc36b7eb0a0a1b1cc72a1e96eea014e4357cf4939	v1.9	BDBPAT_V19_003524
BDBAGG_V112_002278	28e673c8b45ea2432e8e4f9d33f856fc6e0a8088f5f080fff79d9cd6f790599a	v1.9	BDBPAT_V19_000600
BDBAGG_V112_002279	9941342f79eda90ea9211e08bfae7c6c3c165881db81c0717da651e645ee4072	v1.11	BDBALL_V111_000038
BDBAGG_V112_002280	85fb099e54aa056d86315e2778b0ad101bcf9afddc3456666a63ca46952ea651	v1.9	BDBPAT_V19_002044
BDBAGG_V112_002281	a315f0149b2a74da62426936365518c3894b60b74fff380525cc6cf37ed6c956	v1.10	BDBPAT_V110_000899
BDBAGG_V112_002282	698d787228979483e32e2faef061246bde95293bde4f6977b844be6f8073604f	v1.11	BDBALL_V111_000618
BDBAGG_V112_002283	df386321c32bd44cfb839b43182ff61c013e4a3b485ae35c49aae2c189a6b077	v1.11	BDBALL_V111_000782
BDBAGG_V112_002284	92acf01dd7123e3b94931fcc5f66075efad6d112c057eb913eaa0b2e14e3ecff	v1.10	BDBPAT_V110_000871
BDBAGG_V112_002285	c21ba8d57f31a546fda44f944254a35546d4c32d35f6893c5a151ebf90e711fa	v1.11	BDBALL_V111_000692
BDBAGG_V112_002286	01573532538248e1a5aae72f7e894c366bdcf21cead50f9f5152077af6844693	v1.10	BDBPAT_V110_000083
BDBAGG_V112_002287	e686a742b7771c94fc26b94122dd157a09350e1181018b6dd1d53e6004e707b0	v1.11	BDBALL_V111_000738
BDBAGG_V112_002288	736d6c1cdd99127ce92cd4e037dcb68aa33da38ef20d9006ba8e4fbb5fac5ebe	v1.10	BDBPAT_V110_000758
BDBAGG_V112_002289	cf511d939ecd18a8a45096d198508937ede1279731f870c98b93aa81e7b39c59	v1.11	BDBALL_V111_000722
BDBAGG_V112_002290	74659b6f7cc487da5c89738090d9066bf18cdd32171b37002be3ab2924df0a4e	v1.11	BDBALL_V111_000534
BDBAGG_V112_002291	02d6f8f287f335b9fc188de36405fc36c8abca68f81a70be5891db619e57cdd0	v1.11	BDBALL_V111_000324
BDBAGG_V112_002292	835d109d7a22c08e56dc2baf87854a98badc152fc1f42d0ddfdbaf278de1d189	v1.11	BDBALL_V111_000579
BDBAGG_V112_002293	c26848b7f3f5b7378acb7354dfd0773818be1629c9b1a28c2923950b152d48ce	v1.10	BDBPAT_V110_001616
BDBAGG_V112_002294	b21b12e25767d71ed51ef37bdc2bcd29da1ba79965d21c8ee0aa26dc108ddda3	v1.10	BDBPAT_V110_001413
BDBAGG_V112_002295	871cbe2ca6315a688ca5a4cc2d6ad2905b3bfa0d8ca55cf9cf9a0157f1af3150	v1.11	BDBALL_V111_000269
BDBAGG_V112_002296	1336664cc0cbe47f5886b2bad6b49332ccaabbe2d87ff6906e69c2d07b9ec1f2	v1.11	BDBALL_V111_000164
BDBAGG_V112_002297	9669631e35be01f13f1cece00f77239bec855e4dd27d972ceaf5cb43cf3c113c	v1.10	BDBPAT_V110_000720
BDBAGG_V112_002298	ff61e69fc95ef657a837369bd566037dc420c6349b5de37dfec7844251bdd286	v1.11	BDBALL_V111_000805
BDBAGG_V112_002299	30d96efe5b50f3d9c3048e56009f0247a187a5cd11d39c4eb0b23f7d8329736d	v1.9	BDBPAT_V19_000735
BDBAGG_V112_002300	81aa5801b98f7fabe239cad14bb838c4ede5a666b781763a623f54f88e83a004	v1.10	BDBPAT_V110_001299
BDBAGG_V112_002301	8e5fefde44ab67f35189423a72d8e9927115f9471861beec86b54fa59d103686	v1.9	BDBPAT_V19_002180
BDBAGG_V112_002302	653d5a39103472dd7ed73b57a9fc9b7959adddbbd88618df879fa1aa6f84ceab	v1.11	BDBALL_V111_000763
BDBAGG_V112_002303	a99a7bdebcc9c11a397bf0b656cbcc4bf7c6d6cc5253871e2f584d2a6845f700	v1.11	BDBALL_V111_001004
BDBAGG_V112_002304	32f11515e84ceb5e1f7632d15822a19ad55fcaf8843532de16f781f7483cdad6	v1.10	BDBPAT_V110_000349
BDBAGG_V112_002305	567040e9f42b1eef4f10abe7c277cfd5a33ef3434554e79b60d736a22e9e6509	v1.9	BDBPAT_V19_001347
BDBAGG_V112_002306	322f2da95725ad31ad7d6b32dd83d6e7fa21694917b1eab469846515bf1d9b73	v1.11	BDBALL_V111_000314
BDBAGG_V112_002307	fae39fcef51934e8870dbc5b215c4f6f129c3e861a9495e676a5faddcb1c78c9	v1.9	BDBPAT_V19_003799
BDBAGG_V112_002308	46c5db398b688223dd561ddb929c992b34d3150a4da992afd5e81b1c295007e1	v1.9	BDBPAT_V19_001072
BDBAGG_V112_002309	f66467ed4f95f5d74f3b1d749c86869a5aca340cd90a8fb937024547aa06c1ee	v1.10	BDBPAT_V110_001465
BDBAGG_V112_002310	f8452cca07ec842e326efa6a028e661c0087974bb816193724ada389c939528c	v1.10	BDBPAT_V110_000973
BDBAGG_V112_002311	e898aac15197ee20603fd07a6dac8f030114691171df9e3168e9f92efbb7938b	v1.11	BDBALL_V111_000942
BDBAGG_V112_002312	514b40e8cf2757110235526c4081dac3831ea908f1d13e22494a67bfbfe9b329	v1.11	BDBALL_V111_000528
BDBAGG_V112_002313	4507b7107e4d6a3d28b2b4c933cfd5067adc146367ce6dafeb1e3d20e4a8b376	v1.11	BDBALL_V111_000180
BDBAGG_V112_002314	104036c244afe48bfcdecb6ae801ea5061e5935454c38f72d52eba5580941e33	v1.11	BDBALL_V111_000551
BDBAGG_V112_002315	3d8eb09e891ebf4a8363aeb39ac2e2a1dd6a90305cf2585303348f9bc12f496c	v1.11	BDBALL_V111_000965
BDBAGG_V112_002316	9ad617a7d2d36b42b926402e6f91a39377a50a6a2f1503ac7d033b58dff6b142	v1.9	BDBPAT_V19_002368
BDBAGG_V112_002317	17a318194042fb65dad65d3f027176526620a9bb1da3a4ad54b940425d397827	v1.11	BDBALL_V111_000982
BDBAGG_V112_002318	3e267e1c4cf48731be293c49e039c324369ca45ca2c80379941430e28f31d40e	v1.11	BDBALL_V111_000337
BDBAGG_V112_002319	8818516b8338a646db85e073401bb2888a4e25cd7cbd65210f3191f746b17d3a	v1.11	BDBALL_V111_000872
BDBAGG_V112_002320	a27af0a65b024c4dd864d5a1a54637fe3ae423967c0a2f59da9b6660bcdc3fcc	v1.9	BDBPAT_V19_002468
BDBAGG_V112_002321	b3ac773cb2438abc30fcd9fd134157fa30d94e673995961e300773bed0b5eb1d	v1.10	BDBPAT_V110_000798
BDBAGG_V112_002322	74190f1ca01dbc872a0c288d545c7802305e5f5239ff342dda22dd6f763e0d1e	v1.9	BDBPAT_V19_001785
BDBAGG_V112_002323	098e8165f4a0ab15ca432738369f36f94a57d249337442bf99ed2d2ae92ebe6a	v1.11	BDBALL_V111_000124
BDBAGG_V112_002324	0f0b72b138b3900c1e32a29573cbec0419c5b979fd690c6908e14a5b7bbb89cb	v1.11	BDBALL_V111_000725
BDBAGG_V112_002325	9451f4d13025c1c37a6332dd2372498aba2968cea5f0dfc10ce0cb9bf4a1b7e6	v1.10	BDBPAT_V110_000463
BDBAGG_V112_002326	ada09bbb5be95073cdab0f3245d1750cfb9088594bb95c6cdc8d4ef404f2c126	v1.10	BDBPAT_V110_000795
BDBAGG_V112_002327	7dc63720ade54154aae63bed65a8a8b29339859dc38ec1e29559c9853c61223c	v1.11	BDBALL_V111_000565
BDBAGG_V112_002328	d11ba300c7788ad4bba12067ceedf1775c9003428e6004b0975efc64265e11f4	v1.11	BDBALL_V111_000649
BDBAGG_V112_002329	2db248d865fd2fabf651b5e0a2a0447f39c5be86a7f5e2f8154dd7d8440cb751	v1.11	BDBALL_V111_000683
BDBAGG_V112_002330	8b165d8b82de269e3a5b31d201ad7444f4f38b03768f8d333731793ee5889567	v1.9	BDBPAT_V19_002126
BDBAGG_V112_002331	6d0002afcc31360aec1d3c62f55631c78ae52c1a951e42ec030d03c228ca5ce5	v1.10	BDBPAT_V110_000929
BDBAGG_V112_002332	319044578557418f61dbcb03c2ff20ec34e2f429ba7bca9cd1327f8d80c6c698	v1.10	BDBPAT_V110_000278
BDBAGG_V112_002333	c6d7ea3c0c6f61c9a5b0b88b7a344fa449c3fe11addcae4cdbfb3a43525f5489	v1.11	BDBALL_V111_000732
BDBAGG_V112_002334	d00119b6662115e9100ad4bc602387365f2becfc69828b2f1cde8ab8a7be7e56	v1.11	BDBALL_V111_000056
BDBAGG_V112_002335	3b43da6240a5beff62ef5acc4d5303e437412027d9a005607e80b8e6b19c2ab0	v1.11	BDBALL_V111_000450
BDBAGG_V112_002336	a4d8eb3d5e0690464ab8eba6e3f32c5e3366974973e925c3597a1a56a829b07e	v1.11	BDBALL_V111_000146
BDBAGG_V112_002337	8b7363fe62c22ace1a8784892e6271fe066c379e9aac77a2578f971111b77551	v1.11	BDBALL_V111_001005
BDBAGG_V112_002338	1839e7a5f7764c6b6f37119a37013907c23e7374026fe9185e8b9c968e119fa5	v1.10	BDBPAT_V110_000161
BDBAGG_V112_002339	b403da88eec4483c3b1c0b79a3eaab691538f98d60bdb96f0ed454d1eeddea03	v1.11	BDBALL_V111_000466
BDBAGG_V112_002340	b736675ddad16a6c1ebc3f547e24df5a301f0f0c4a10f92aa76b199a5d540c74	v1.11	BDBALL_V111_000372
BDBAGG_V112_002341	d49de005ad9dae1b9a9a4fe06475997d384a4dea727525dcafd00f7907b40123	v1.10	BDBPAT_V110_001035
BDBAGG_V112_002342	d180dd7cdaa6954a125571be6ebdefcb6aba29e3b334dff93cb5949467b47232	v1.11	BDBALL_V111_000226
BDBAGG_V112_002343	15a665f188f7f7f53c77213240691f99390a1b15bfa701eaea55915640e14ba5	v1.11	BDBALL_V111_000076
BDBAGG_V112_002344	65e874222f5a860eef0596b0be6f0b87cb2e7ea5736ed0cde216d9fcfccfb143	v1.11	BDBALL_V111_000826
BDBAGG_V112_002345	ba58b194fc5d2e85dc5174ce0f5df2daa93e71809dc00ca45ce6738d2d8f8a9d	v1.9	BDBPAT_V19_002835
BDBAGG_V112_002346	999cf258c12dd4e156256ed3cf6e45a47719babc98d5b0cc392b50d5d243453b	v1.11	BDBALL_V111_000641
